"Species","Method","Facility","Matrix","Extrapolation","Standards","QC_Deviation_(permil)","QC_95%_CI","m","b","m_95%_CI","b_95%_CI","Comments"
"C","One-Point","U.S. EPA","Matched","Extrapolated","IAEA600",0.332,0.057,1,0.166,NA,0.057,NA
"C","One-Point","U.S. EPA","Mixed","Extrapolated","IAEA600",1.956,0.057,1,0.166,NA,0.057,NA
"C","One-Point","U.S. EPA","Matched","Extrapolated","USGS40",0.502,0.027,1,0.053,NA,0.027,NA
"C","One-Point","U.S. EPA","Mixed","Extrapolated","USGS40",1.842,0.027,1,0.053,NA,0.027,NA
"C","One-Point","U.S. EPA","Matched","Extrapolated","USGS61",-1.145,0.046,1,0.183,NA,0.046,NA
"C","One-Point","U.S. EPA","Mixed","Extrapolated","USGS61",1.972,0.046,1,0.183,NA,0.046,NA
"C","One-Point","U.S. EPA","Matched","Extrapolated","USGS63",5.962,0.117,1,0.34,NA,0.117,NA
"C","One-Point","U.S. EPA","Mixed","Extrapolated","USGS63",2.129,0.117,1,0.34,NA,0.117,NA
"C","One-Point","U.S. EPA","Matched","Extrapolated","USGS88",2.803,0.053,1,0.235,NA,0.053,NA
"C","One-Point","U.S. EPA","Mixed","Extrapolated","USGS88",2.024,0.053,1,0.235,NA,0.053,NA
"C","One-Point","U.S. EPA","Matched","Extrapolated","USGS89",2.142,0.113,1,0.08,NA,0.113,NA
"C","One-Point","U.S. EPA","Mixed","Extrapolated","USGS89",1.869,0.113,1,0.08,NA,0.113,NA
"C","One-Point","U.S. EPA","Matched","Extrapolated","USGS90",8.679,0.056,1,-0.375,NA,0.056,NA
"C","One-Point","U.S. EPA","Mixed","Extrapolated","USGS90",1.217,0.056,1,-0.375,NA,0.056,NA
"C","One-Point","U.S. EPA","Matched","Extrapolated","USGS91",-5.693,0.094,1,-0.218,NA,0.094,NA
"C","One-Point","U.S. EPA","Mixed","Extrapolated","USGS91",1.375,0.094,1,-0.218,NA,0.094,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS40",-0.82,0.41,1.083,2.126,0.035,0.955,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS40",-0.088,0.232,1.083,2.126,0.035,0.955,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS61",-0.041,0.136,1.002,-0.105,0.008,0.245,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS61",0.51,0.148,1.002,-0.105,0.008,0.245,NA
"C","Two-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS61",0.384,0.056,1.002,-0.105,0.008,0.245,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS63",-0.064,0.117,0.993,-0.348,0.004,0.074,NA
"C","Two-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS63",0.092,0.091,0.993,-0.348,0.004,0.074,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS63",0.383,0.101,0.993,-0.348,0.004,0.074,NA
"C","Two-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS63",0.637,0.087,0.993,-0.348,0.004,0.074,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS88",-0.038,0.102,0.994,-0.329,0.005,0.116,NA
"C","Two-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS88",0.133,0.056,0.994,-0.329,0.005,0.116,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS88",0.505,0.065,0.994,-0.329,0.005,0.116,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS89",-0.177,0.161,1.009,0.083,0.01,0.236,NA
"C","Two-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS89",0.101,0.09,1.009,0.083,0.01,0.236,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS89",0.399,0.112,1.009,0.083,0.01,0.236,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS90",-0.171,0.077,1.039,0.906,0.004,0.096,NA
"C","Two-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS90",-0.238,0.054,1.039,0.906,0.004,0.096,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS91",NA,32.929,0.246,NA,0.166,4.659,"Not computed. See methods"
"C","Two-Point","U.S. EPA","Matched","Extrapolated","USGS40_USGS61",-0.389,0.095,1.015,0.344,0.005,0.146,NA
"C","Two-Point","U.S. EPA","Matched","Interpolated","USGS40_USGS61",-0.092,0.037,1.015,0.344,0.005,0.146,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","USGS40_USGS61",0.234,0.087,1.015,0.344,0.005,0.146,NA
"C","Two-Point","U.S. EPA","Mixed","Interpolated","USGS40_USGS61",0.294,0.037,1.015,0.344,0.005,0.146,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","USGS40_USGS63",-0.181,0.105,0.989,-0.353,0.004,0.068,NA
"C","Two-Point","U.S. EPA","Matched","Interpolated","USGS40_USGS63",-0.003,0.082,0.989,-0.353,0.004,0.068,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","USGS40_USGS63",0.251,0.097,0.989,-0.353,0.004,0.068,NA
"C","Two-Point","U.S. EPA","Mixed","Interpolated","USGS40_USGS63",0.578,0.081,0.989,-0.353,0.004,0.068,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","USGS40_USGS88",-0.089,0.075,0.982,-0.519,0.004,0.097,NA
"C","Two-Point","U.S. EPA","Matched","Interpolated","USGS40_USGS88",0.121,0.043,0.982,-0.519,0.004,0.097,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","USGS40_USGS88",0.452,0.052,0.982,-0.519,0.004,0.097,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","USGS40_USGS89",-0.158,0.15,0.997,-0.14,0.011,0.244,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","USGS40_USGS89",0.368,0.112,0.997,-0.14,0.011,0.244,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS90",-0.172,0.061,1.034,0.84,0.004,0.08,NA
"C","Two-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS90",-0.413,0.041,1.034,0.84,0.004,0.08,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS91",1.552,0.744,0.857,-3.823,0.04,1.089,NA
"C","Two-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS91",-0.363,0.085,0.857,-3.823,0.04,1.089,NA
"C","Two-Point","U.S. EPA","Matched","Interpolated","USGS61_USGS63",0.107,0.086,0.995,-0.345,0.003,0.071,NA
"C","Two-Point","U.S. EPA","Mixed","Interpolated","USGS61_USGS63",0.547,0.087,0.995,-0.345,0.003,0.071,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","USGS61_USGS88",-0.064,0.083,0.997,-0.279,0.003,0.077,NA
"C","Two-Point","U.S. EPA","Matched","Interpolated","USGS61_USGS88",0.112,0.048,0.997,-0.279,0.003,0.077,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","USGS61_USGS88",0.618,0.058,0.997,-0.279,0.003,0.077,NA
"C","Two-Point","U.S. EPA","Mixed","Interpolated","USGS61_USGS88",0.42,0.047,0.997,-0.279,0.003,0.077,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","USGS61_USGS89",-0.264,0.129,1.006,0.03,0.006,0.154,NA
"C","Two-Point","U.S. EPA","Matched","Interpolated","USGS61_USGS89",0.025,0.081,1.006,0.03,0.006,0.154,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","USGS61_USGS89",0.426,0.108,1.006,0.03,0.006,0.154,NA
"C","Two-Point","U.S. EPA","Mixed","Interpolated","USGS61_USGS89",0.357,0.081,1.006,0.03,0.006,0.154,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","USGS61_USGS90",-1.018,0.073,1.026,0.735,0.003,0.069,NA
"C","Two-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS90",-0.179,0.049,1.026,0.735,0.003,0.069,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","USGS61_USGS91",-0.903,0.171,1.059,1.888,0.012,0.378,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","USGS63_USGS88",0.036,0.152,0.993,-0.348,0.007,0.075,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","USGS63_USGS88",0.369,0.155,0.993,-0.348,0.007,0.075,NA
"C","Two-Point","U.S. EPA","Mixed","Interpolated","USGS63_USGS88",0.631,0.091,0.993,-0.348,0.007,0.075,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","USGS63_USGS89",-0.235,0.188,0.985,-0.358,0.007,0.095,NA
"C","Two-Point","U.S. EPA","Matched","Interpolated","USGS63_USGS89",-0.125,0.12,0.985,-0.358,0.007,0.095,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","USGS63_USGS89",0.144,0.176,0.985,-0.358,0.007,0.095,NA
"C","Two-Point","U.S. EPA","Mixed","Interpolated","USGS63_USGS89",0.53,0.113,0.985,-0.358,0.007,0.095,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","USGS63_USGS90",-1.19,0.188,0.943,-0.406,0.008,0.077,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","USGS63_USGS91",-0.551,0.137,0.979,-0.364,0.004,0.085,NA
"C","Two-Point","U.S. EPA",NA,"Interpolated","USGS63_USGS91",-0.089,0.108,0.979,-0.364,0.004,0.085,NA
"C","Two-Point","U.S. EPA","Matched","Extrapolated","USGS88_USGS89",-0.475,0.729,0.925,-1.438,0.046,0.791,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","USGS88_USGS89",0.173,0.409,0.925,-1.438,0.046,0.791,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","USGS88_USGS90",1.534,0.208,1.264,4.006,0.026,0.382,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","USGS88_USGS91",0.17,0.129,0.963,-0.83,0.007,0.156,NA
"C","Two-Point","U.S. EPA",NA,"Interpolated","USGS88_USGS91",-0.179,0.082,0.963,-0.83,0.007,0.156,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","USGS89_USGS90",0.505,0.261,1.104,1.803,0.022,0.355,NA
"C","Two-Point","U.S. EPA",NA,"Interpolated","USGS89_USGS90",-0.335,0.076,1.104,1.803,0.022,0.355,NA
"C","Two-Point","U.S. EPA",NA,"Extrapolated","USGS89_USGS91",0.033,0.183,0.971,-0.611,0.011,0.264,NA
"C","Two-Point","U.S. EPA",NA,"Interpolated","USGS89_USGS91",-0.301,0.112,0.971,-0.611,0.011,0.264,NA
"C","Two-Point","U.S. EPA","Mixed","Extrapolated","USGS90_USGS91",-0.583,0.12,1.011,0.524,0.006,0.129,NA
"C","Two-Point","U.S. EPA","Mixed","Interpolated","USGS90_USGS91",-0.414,0.078,1.011,0.524,0.006,0.129,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS40_USGS61",-0.284,0.172,1.011,0.187,0.009,0.265,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS40_USGS61",0.333,0.158,1.011,0.187,0.009,0.265,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS40_USGS61",0.332,0.068,1.011,0.187,0.009,0.265,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS40_USGS63",-0.142,0.114,0.991,-0.347,0.004,0.085,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS40_USGS63",0.036,0.095,0.991,-0.347,0.004,0.085,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS40_USGS63",0.321,0.101,0.991,-0.347,0.004,0.085,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS40_USGS63",0.607,0.096,0.991,-0.347,0.004,0.085,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS40_USGS88",-0.056,0.161,0.99,-0.392,0.008,0.19,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS40_USGS88",0.127,0.094,0.99,-0.392,0.008,0.19,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS40_USGS88",0.477,0.104,0.99,-0.392,0.008,0.19,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS40_USGS89",-0.183,0.164,1.005,0.013,0.01,0.243,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS40_USGS89",0.38,0.114,1.005,0.013,0.01,0.243,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS40_USGS90",-0.188,0.074,1.037,0.883,0.004,0.097,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS40_USGS90",-0.406,0.055,1.037,0.883,0.004,0.097,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS40_USGS91",1.026,2.186,0.904,-2.626,0.129,3.547,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS61_USGS63",0.111,0.07,0.995,-0.34,0.002,0.061,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS61_USGS63",0.53,0.071,0.995,-0.34,0.002,0.061,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS61_USGS88",-0.069,0.088,0.997,-0.275,0.003,0.082,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS61_USGS88",0.141,0.05,0.997,-0.275,0.003,0.082,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS61_USGS88",0.61,0.061,0.997,-0.275,0.003,0.082,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS61_USGS88",0.407,0.047,0.997,-0.275,0.003,0.082,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS61_USGS89",-0.257,0.104,1.006,0.025,0.004,0.125,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS61_USGS89",0.086,0.062,1.006,0.025,0.004,0.125,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS61_USGS89",0.433,0.087,1.006,0.025,0.004,0.125,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS61_USGS89",0.366,0.062,1.006,0.025,0.004,0.125,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS61_USGS90",-0.999,0.195,1.028,0.719,0.007,0.185,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS61_USGS90",-0.13,0.124,1.028,0.719,0.007,0.185,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS61_USGS91",-0.418,0.578,1.027,0.762,0.035,1.082,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS63_USGS88",-0.067,0.086,0.993,-0.345,0.003,0.053,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS63_USGS88",0.133,0.067,0.993,-0.345,0.003,0.053,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS63_USGS88",0.38,0.073,0.993,-0.345,0.003,0.053,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS63_USGS88",0.635,0.063,0.993,-0.345,0.003,0.053,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS63_USGS89",-0.134,0.167,0.992,-0.314,0.006,0.108,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS63_USGS89",0.01,0.132,0.992,-0.314,0.006,0.108,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS63_USGS89",0.321,0.143,0.992,-0.314,0.006,0.108,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","IAEA600_USGS63_USGS89",0.59,0.126,0.992,-0.314,0.006,0.108,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS63_USGS90",-0.038,0.551,0.994,-0.124,0.02,0.35,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS63_USGS90",-0.115,0.452,0.994,-0.124,0.02,0.35,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS63_USGS91",-0.311,0.275,0.986,-0.36,0.009,0.206,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS63_USGS91",0.109,0.236,0.986,-0.36,0.009,0.206,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","IAEA600_USGS88_USGS89",-0.098,0.209,0.999,-0.186,0.011,0.224,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","IAEA600_USGS88_USGS89",0.101,0.123,0.999,-0.186,0.011,0.224,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","IAEA600_USGS88_USGS89",0.457,0.133,0.999,-0.186,0.011,0.224,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS88_USGS90",-0.036,0.484,1.024,0.455,0.027,0.534,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS88_USGS90",0.024,0.344,1.024,0.455,0.027,0.534,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS88_USGS91",0.184,0.384,0.977,-0.609,0.02,0.484,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS88_USGS91",0.031,0.243,0.977,-0.609,0.02,0.484,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS89_USGS90",-0.087,0.292,1.034,0.714,0.017,0.346,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS89_USGS90",-0.137,0.206,1.034,0.714,0.017,0.346,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS89_USGS91",0.014,0.414,0.988,-0.31,0.024,0.616,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS89_USGS91",-0.064,0.235,0.988,-0.31,0.024,0.616,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","IAEA600_USGS90_USGS91",-0.513,0.365,1.024,0.694,0.017,0.422,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","IAEA600_USGS90_USGS91",-0.329,0.245,1.024,0.694,0.017,0.422,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","USGS40_USGS61_USGS63",0.028,0.126,0.994,-0.32,0.004,0.108,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","USGS40_USGS61_USGS63",0.49,0.128,0.994,-0.32,0.004,0.108,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","USGS40_USGS61_USGS88",-0.104,0.202,0.997,-0.24,0.007,0.187,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","USGS40_USGS61_USGS88",0.039,0.114,0.997,-0.24,0.007,0.187,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","USGS40_USGS61_USGS88",0.573,0.139,0.997,-0.24,0.007,0.187,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","USGS40_USGS61_USGS88",0.367,0.109,0.997,-0.24,0.007,0.187,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","USGS40_USGS61_USGS89",-0.29,0.124,1.006,0.058,0.005,0.15,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","USGS40_USGS61_USGS89",-0.054,0.075,1.006,0.058,0.005,0.15,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","USGS40_USGS61_USGS89",0.399,0.104,1.006,0.058,0.005,0.15,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","USGS40_USGS61_USGS89",0.331,0.075,1.006,0.058,0.005,0.15,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS61_USGS90",-0.999,0.116,1.027,0.717,0.004,0.11,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS61_USGS90",-0.171,0.074,1.027,0.717,0.004,0.11,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS61_USGS91",-0.526,0.483,1.027,0.793,0.026,0.788,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS61_USGS91",-0.212,0.196,1.027,0.793,0.026,0.788,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","USGS40_USGS63_USGS88",-0.154,0.095,0.989,-0.37,0.003,0.062,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","USGS40_USGS63_USGS88",0.09,0.074,0.989,-0.37,0.003,0.062,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","USGS40_USGS63_USGS88",0.277,0.087,0.989,-0.37,0.003,0.062,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","USGS40_USGS63_USGS88",0.6,0.073,0.989,-0.37,0.003,0.062,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","USGS40_USGS63_USGS89",-0.213,0.11,0.988,-0.34,0.004,0.075,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","USGS40_USGS63_USGS89",-0.089,0.086,0.988,-0.34,0.004,0.075,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","USGS40_USGS63_USGS89",0.221,0.101,0.988,-0.34,0.004,0.075,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","USGS40_USGS63_USGS89",0.557,0.086,0.988,-0.34,0.004,0.075,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS63_USGS90",-0.229,0.504,0.989,-0.162,0.019,0.321,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS63_USGS90",-0.196,0.394,0.989,-0.162,0.019,0.321,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS63_USGS91",-0.404,0.189,0.983,-0.368,0.006,0.138,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS63_USGS91",0.028,0.16,0.983,-0.368,0.006,0.138,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","USGS40_USGS88_USGS89",-0.124,0.178,0.986,-0.397,0.01,0.216,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","USGS40_USGS88_USGS89",0.413,0.123,0.986,-0.397,0.01,0.216,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS88_USGS90",-0.067,0.509,1.018,0.369,0.03,0.593,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS88_USGS90",-0.118,0.328,1.018,0.369,0.03,0.593,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS88_USGS91",0.191,0.24,0.969,-0.743,0.012,0.299,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS88_USGS91",-0.096,0.151,0.969,-0.743,0.012,0.299,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS89_USGS90",-0.09,0.318,1.029,0.644,0.02,0.4,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS89_USGS90",-0.402,0.211,1.029,0.644,0.02,0.4,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS89_USGS91",0.044,0.283,0.979,-0.493,0.017,0.418,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS89_USGS91",-0.276,0.166,0.979,-0.493,0.017,0.418,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS40_USGS90_USGS91",-0.521,0.296,1.019,0.617,0.014,0.339,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS40_USGS90_USGS91",-0.376,0.196,1.019,0.617,0.014,0.339,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","USGS61_USGS63_USGS88",0.121,0.068,0.995,-0.332,0.002,0.052,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","USGS61_USGS63_USGS88",0.535,0.068,0.995,-0.332,0.002,0.052,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","USGS61_USGS63_USGS89",0.025,0.147,0.995,-0.285,0.005,0.117,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","USGS61_USGS63_USGS89",0.486,0.148,0.995,-0.285,0.005,0.117,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS63_USGS90",-0.023,0.456,0.999,-0.072,0.016,0.339,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS63_USGS91",0.081,0.288,0.991,-0.299,0.01,0.248,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","USGS61_USGS88_USGS89",-0.188,0.175,1.001,-0.151,0.006,0.156,NA
"C","Three-Point","U.S. EPA","Matched","Interpolated","USGS61_USGS88_USGS89",0.059,0.111,1.001,-0.151,0.006,0.156,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","USGS61_USGS88_USGS89",0.535,0.124,1.001,-0.151,0.006,0.156,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","USGS61_USGS88_USGS89",0.386,0.112,1.001,-0.151,0.006,0.156,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS61_USGS88_USGS90",-0.623,0.476,1.015,0.31,0.018,0.415,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS88_USGS90",0.051,0.343,1.015,0.31,0.018,0.415,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS61_USGS88_USGS91",0.216,0.45,0.993,-0.248,0.018,0.491,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS88_USGS91",-0.02,0.293,0.993,-0.248,0.018,0.491,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS61_USGS89_USGS90",-0.796,0.325,1.021,0.496,0.012,0.292,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS89_USGS90",-0.048,0.227,1.021,0.496,0.012,0.292,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS61_USGS89_USGS91",-0.106,0.39,1.003,0.074,0.018,0.497,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS89_USGS91",-0.094,0.246,1.003,0.074,0.018,0.497,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS61_USGS90_USGS91",-1.034,0.249,1.024,0.747,0.009,0.236,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS61_USGS90_USGS91",-0.346,0.158,1.024,0.747,0.009,0.236,NA
"C","Three-Point","U.S. EPA","Matched","Extrapolated","USGS63_USGS88_USGS89",-0.137,0.169,0.988,-0.363,0.007,0.099,NA
"C","Three-Point","U.S. EPA","Mixed","Extrapolated","USGS63_USGS88_USGS89",0.237,0.158,0.988,-0.363,0.007,0.099,NA
"C","Three-Point","U.S. EPA","Mixed","Interpolated","USGS63_USGS88_USGS89",0.576,0.108,0.988,-0.363,0.007,0.099,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS63_USGS88_USGS90",-0.399,0.676,0.976,-0.312,0.03,0.366,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS63_USGS88_USGS91",-0.472,0.209,0.98,-0.424,0.007,0.128,NA
"C","Three-Point","U.S. EPA",NA,"Interpolated","USGS63_USGS88_USGS91",0.012,0.166,0.98,-0.424,0.007,0.128,NA
"C","Three-Point","U.S. EPA",NA,"Extrapolated","USGS63_USGS89_USGS90",-0.493,0.581,0.975,-0.285,0.024,0.313,NA
